id,peso,entrada_tsotsil,tipo_abreviado,tipo_palabra,categoria_general,traduccion_espanol,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
180,5,ta xav,vt,verbo transitivo,verbo,lo siembra (la milpa),,,,,la milpa,ta xav vt lo siembra (la milpa) ta xaventa ví lo resiembra
181,5,ta x'avolaj,vi,verbo intransitivo,verbo,siembra,,,,,,ta x'avolaj vi siembra
182,5,avenel,vn,verbo nominal/sustantivado,verbo,resembrar; s resiembra.,Li avenele lec xa muc'tic.,,,avel,,avenel vn resembrar; s resiembra. Li avenele lec xa muc'tic. La resiembra ya está grande. Véase avel
183,5,avi,interj,interjección,interjección,"¡mira!, que tenga, aquí está.",,,,,,"avi interj ¡mira!, que tenga, aquí está. Avi li apixole. Aquí está su sombrero."
184,5,"avi, li avie",adv,adverbio,adverbio,"ahora, hoy. Li avie",Li avie ta xtal li stot li querem li'i.,,,"avi; tana avi x'elan así es, es como; x'avob avocoluc por favor; vocol",,"avi, li avie adv ahora, hoy. Li avie ta xtal li stot li querem li'i. Ahora va a venir el papá de este niño. avi ctactale el día de hoy avil [xt ahora, hoy Véase avi; tana avi x'elan así es, es como. Avi x'elan li tettical chije. Así es el venado. avob [xt renacuajo Véase x'avob avocoluc por favor Véase vocol"
185,5,avu'un,pron,pronombre,pronombre,"pos tuyo, suyo (de",¿Mi ja' avu'un li chobtic li'i? | ¿Es de usted esta milpa?,,,,de usted,"avu'un pron pos tuyo, suyo (de usted). ¿Mi ja' avu'un li chobtic li'i? ¿Es de usted esta milpa?"
186,5,axibal,s,sustantivo,sustantivo,"sombrilla, paraguas. Ich'o",,,,,,"axibal s sombrilla, paraguas. Ich'o talel avaxib acto mu x'ach' ajol ta jo' yu'un yacal chact jo!.. Trae tu paraguas para que no te mojes la cabeza, porque está lloviendo."
187,5,"axinajebal, axib-na, axibal-na",,,variante dialectal,,,Cham,Chamula,axna,,"axinajebal, axib-na, axibal-na Cham ramada Véase axna"
188,5,axinal,s,sustantivo,sustantivo,"sombra. Batic, ba",,,,,,"axinal s sombra. Batic, ba chotlucutic ta yolon li yaxinal li tulan le'e, yu'un toj q'uixin l'i. Vamos a sentarnos bajo la sombra del fresno porque hace mucho calor"
189,5,aquí.,cp,comparación / compárese,comparación / compárese,nactubal,,,,,,aquí. cp nactubal
190,5,axna,s,sustantivo,sustantivo,ramada,,,,,,axna s ramada
191,5,axux,s,sustantivo,sustantivo,ajo,,,,,,axux s ajo
192,5,ayanel,vn,verbo nominal/sustantivado,verbo,nacer. Naca to yacal ta,,,,,,ayanel vn nacer. Naca to yacal ta ayanel li unen vacaxe. Ahorita está naciendo el becerrito.
193,5,ta xlayan,vi,verbo intransitivo,verbo,nace ta,,Ch'en,Chenalhó,,,ta xlayan vi nace Ch'en ta x'ayin
194,5,yayanel,s,sustantivo,sustantivo,su nacimiento,,,,,,yayanel s su nacimiento
195,5,ayin,,,variante dialectal,lagarto,,Cham,Chamula,ain,,ayin Cham lagarto Véase ain
196,5,a'iel,vn,verbo nominal/sustantivado,verbo,"entender, oir, escuchar, sentir.",Li vinic li'i mu stac! a'iel li ctusi bacal chale.,,,,,"a'iel vn entender, oir, escuchar, sentir. Li vinic li'i mu stac! a'iel li ctusi bacal chale. A este hombre no se le entiende lo que dice. Ch/en atyel"
197,5,j'a'iej-ctopetic,s,sustantivo,sustantivo,oidor,,,,,,j'a'iej-ctopetic s oidor
198,5,ta xa'i,vt,verbo transitivo,verbo,"lo entiende, lo oye, lo",,,,jtatiej-ctopetic,,"ta xa'i vt lo entiende, lo oye, lo escucha, lo siente a'yej<'opetic Ch/en oidor Véase jtatiej-ctopetic B"
199,5,ba,s,sustantivo,sustantivo,tuza,,,,,,ba s tuza
200,5,ba,adj,adjetivo,adjetivo,"primero, primogénito. Li",Li tseub li'i ja' ba unen.,,,,,"ba adj primero, primogénito. Li tseub li'i ja' ba unen. Esta niña es la hija primogénita."
201,5,ba olol,,,variante dialectal,primojenito,,Cham; Ch'en,Chamula; Chenalhó,,,"ba olol Cham, Ch'en primojenito"
202,5,bati,adv,adverbio,adverbio,primero,,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,"bati adv primero Cham, Ch!en, Zin ba'yi, ba'yue"
203,5,sbabe,adv,adverbio,adverbio,"adelante, delante de",,,,,,"sbabe adv adelante, delante de"
204,5,sba stanal quetic,s,sustantivo,sustantivo,dientes de,,,,,,sba stanal quetic s dientes de leche
205,5,ba,adv,adverbio,adverbio,encima. Acto ta ba mexa.,,,,,,"ba adv encima. Acto ta ba mexa. Ponlo encima de la mesa,"
206,5,ta xbain,vi,verbo intransitivo,verbo,"flota, sube a la",,,,,,"ta xbain vi flota, sube a la superficie"
207,5,bac,adj,adjetivo,adjetivo,flaco. Li unene toj bac,Li unene toj bac yu'un ip.,,,,,bac 1. adj flaco. Li unene toj bac yu'un ip. El niño está flaco porque
208,5,está enfermo.,s,sustantivo,sustantivo,hueso sbaquil,Li bu chamem li ca'e tey oy sbaquil.,,,,,está enfermo. 2. s hueso sbaquil su hueso. Li bu chamem li ca'e tey oy sbaquil. Ahí donde ha muerto un caballo se ven los huesos.
209,5,bacubel,vn,verbo nominal/sustantivado,verbo,"tostarse, endurecerse",,,,,,"bacubel vn tostarse, endurecerse,"
210,5,"adelgazarse, enflaquecerse",s,sustantivo,sustantivo,,,,,,,"adelgazarse, enflaquecerse; s flaqueza"
211,5,bacubem,perf,perfectivo,perfectivo,tieso,,,,,,bacubem perf tieso
212,5,quitstilbac,s,sustantivo,sustantivo,esqueleto,,,,,,quitstilbac s esqueleto
213,5,sbaquil joltic,s,sustantivo,sustantivo,"cráneo, calavera",,Zin,Zinacantán,,,"sbaquil joltic s cráneo, calavera Zin sbaquel joltic"
214,5,sbaquil sti! co'ontic,s,sustantivo,sustantivo,costilla,,,,,,"sbaquil sti! co'ontic s costilla, tórax ta sbacubtas y! lo tuesta"
215,5,ta xbacub,vi,verbo intransitivo,verbo,"se tuesta, se",,,,,,"ta xbacub vi se tuesta, se adelgaza"
216,5,bacal,s,sustantivo,sustantivo,olote. Li bacale stact aq'uel,"Li bacale stact aq'uel ta cloc! sventa ta xta'aj o ve'lil, El olote se puede echar en la lumbre bacal-nich vomol para cocer la comida.",,,,,"bacal s olote. Li bacale stact aq'uel ta cloc! sventa ta xta'aj o ve'lil, El olote se puede echar en la lumbre bacal-nich vomol para cocer la comida. sbaclel el"
217,6,olote (de la mazorca),,,variante dialectal,,,Ch'en,Chenalhó,,de la mazorca,olote (de la mazorca) Ch'en sbacalil
218,6,bacal-nich vomol,s,sustantivo,sustantivo,hierba medicinal,,,,,,bacal-nich vomol s hierba medicinal que usan para la tos
219,6,bac-mut,s,sustantivo,sustantivo,"zanate, tordo (Chiapas)",Li bac-mute ja' toj lec xa'i xixtalan li ovolile.,,,vacnebal,Chiapas,"bac-mut s zanate, tordo (Chiapas); mirlo. Li bac-mute ja' toj lec xa'i xixtalan li ovolile. Al zanate le gusta arrancar la siembra. bacnabal /xt arco iris Véase vacnebal"
220,6,bacni'al ixim,s,sustantivo,sustantivo,gorgojo. Li sbacni'al,"Li sbacni'al ixime tey nacalic ta yut sat ixim, ja' ta sjoch'intasic.",,,,,"bacni'al ixim s gorgojo. Li sbacni'al ixime tey nacalic ta yut sat ixim, ja' ta sjoch'intasic. Los gorgojos viven en el maíz y se lo comen. bacubel 1. yn tostarse, endurecerse, adelgazarse, enflaquecerse. Yacal xa ta bacubel li vaje. Ya se está"
221,6,tostando la tortilla.,s,sustantivo,sustantivo,flaqueza,,,,bac,,tostando la tortilla. 2. s flaqueza Véase bac
222,6,bacubem,perf,perfectivo,perfectivo,tieso bacunel,,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,bacubem perf tieso Cham bacunel Ch'en bacuben Zin bacueb
223,6,bactne,adv,adverbio,adverbio,cuando (tiempo pasado),,,,baq'uin bactni; bactne,tiempo pasado,bactne adv cuando (tiempo pasado) muc bac'ne nunca. Mue bactne xjul ta jula'al. Nunca viene a visitarnos. Véase baq'uin bactni Ch/en cuando (tiempo pasado) mue bactni nunca Véase bactne
224,6,bacto,s,sustantivo,sustantivo,puente bactoj,,Cham,Chamula,vajbal,,bacto s puente Cham bactoj bajba /xr lunar Véase vajbal
225,6,bajbil choy,,,variante dialectal,sardina (en,,Cham; Zin,Chamula; Zinacantán,nac'bil choy,en lata,"bajbil choy Cham, Zin sardina (en lata) Véase nac'bil choy"
226,6,bajel,vn,verbo nominal/sustantivado,verbo,"clavar, abotonar. Se'an bajel",,,,,,"bajel vn clavar, abotonar. Se'an bajel li yalampreal li moque yu'un solel xa ta balumil oy. Necesita clavar los alambres del cerco porque ya están tirados en el suelo."
227,6,ta sbaj,vr,verbo reflexivo,verbo,"lo clava, lo abotona",,,,,,"ta sbaj vr lo clava, lo abotona"
228,6,bajel,,,variante dialectal,gota; gotear,,Cham; Ch'en,Chamula; Chenalhó,p'ajel,,"bajel Cham, Ch'en gota; gotear, despreciar Véase p'ajel"
229,6,bal,vi,verbo intransitivo,verbo,"es de ayuda, ayuda algo, es",Li buch'u mu'yuc lec staq'uine bal xa no'ox cha'i mi ta sta jtobuc centavoe.,,,balel 18,con una medicina,"bal vi es de ayuda, ayuda algo, es provechoso. Li buch'u mu'yuc lec staq'uine bal xa no'ox cha'i mi ta sta jtobuc centavoe. Para el que no tiene dinero es una ayuda encontrar veinte centavos. ta sbalin ví le ayuda (con una medicina), le alivia balal ictubal cochino Véase balel 18"
230,6,balamil,,,variante dialectal,"mundo, tierra, terreno",,Zin,Zinacantán,balumil,,"balamil Zin mundo, tierra, terreno Véase balumil"
231,6,balbal,adj,adjetivo,adjetivo,redondo. Li pelotae,,,,balel,,balbal adj redondo. Li pelotae balbal. La pelota es redonda. Véase balel
232,6,balel,vn,verbo nominal/sustantivado,verbo,"enrollar, torcer. Li ach'ojone",Li ach'ojone sctan balel.,,,,,"balel vn enrollar, torcer. Li ach'ojone sctan balel. Necesita enrollar su lazo. balal ictubal cochino"
233,6,balbal,adj,adjetivo,adjetivo,redondo,,,,,,balbal adj redondo
234,6,ta sbal,vr,verbo reflexivo,verbo,"lo enrolla, lo tuerce",,,,,,"ta sbal vr lo enrolla, lo tuerce"
235,6,ta sbalch'un,vr,verbo reflexivo,verbo,lo rueda,,,,,,ta sbalch'un vr lo rueda
236,6,ta xbal,vi,verbo intransitivo,verbo,se enrolla,,,,,,ta xbal vi se enrolla
237,6,ta xbalalij,vi,verbo intransitivo,verbo,se rueda,,,,,,ta xbalalij vi se rueda
238,6,ta xbalch'uj,vi,verbo intransitivo,verbo,"se desbarranca, se",,,,,,"ta xbalch'uj vi se desbarranca, se vuelca"
239,6,balom ictobal,,,variante dialectal,cochino Véase,,Cham,Chamula,balal ictubal,,balom ictobal Cham cochino Véase balal ictubal
240,6,balom-oq'ues mut,,,variante dialectal,cenzontle,,Cham,Chamula,sac-tsa'al-mut,,balom-oq'ues mut Cham cenzontle Véase sac-tsa'al-mut
241,6,balom-x'ul,s,sustantivo,sustantivo,zancón pico amarillo,,,,,ave,balom-x'ul s zancón pico amarillo (ave)
242,6,balumil,s,sustantivo,sustantivo,"mundo, tierra, suelo",Li li' ta balumile oy ep crixchanoetic.,,,lum banamil; balumil,,"balumil s mundo, tierra, suelo, terreno. Li li' ta balumile oy ep crixchanoetic. Aquí en este mundo hay mucha gente. Véase lum banamil Ch/en mundo, suelo, terreno, tierra Véase balumil"
243,6,banban,adj,adjetivo,adjetivo,gordo,,,,,,banban adj gordo
244,6,banomil,,,variante dialectal,"mundo, suelo, terreno",,Cham,Chamula,balumil,,"banomil Cham mundo, suelo, terreno, tierra Véase balumil"
245,6,banquilal,s,sustantivo,sustantivo,1. hermano mayor. Ja',Li juntote ja' banquilal yu'unic yu'un ja' ch'unbil smantal.,,,,,"banquilal s 1. hermano mayor. Ja' banquilal yu'un jtot li vinic liti. Este hombre es el hermano mayor de mi papá. 2. lider, jefe, soberano. Li juntote ja' banquilal yu'unic yu'un ja' ch'unbil smantal. Mi tío es su líder, por eso lo respetan."
246,6,sbanquil,s,sustantivo,sustantivo,su hermano mayor,,,,,,sbanquil s su hermano mayor
247,6,scha'banquil,s,sustantivo,sustantivo,su medio hermano,,Zin,Zinacantán,,,scha'banquil s su medio hermano Zin scha'banquilal
248,6,banquilal pale,s,sustantivo,sustantivo,el papa. Li,Li banquilal palee ja! li chtunbil smantal yu'un li yane.,,,balumil,,"banquilal pale s el papa. Li banquilal palee ja! li chtunbil smantal yu'un li yane. El papa es el más respetado de los sacerdotes banumil /xf mundo, terreno, tierra Véase balumil"
249,6,baquel patil,,,variante dialectal,espina dorsal,,Zin; Cham,Zinacantán; Chamula,te'patil 19,,baquel patil Zin espina dorsal Cham baquil patil Véase te'patil 19
250,7,baquil jolil,s,sustantivo,sustantivo,"cráneo, calavera",,Zin,Zinacantán,bac; jolil baqtuel /xf ruido; yetstal,,"baquil jolil s cráneo, calavera Zin baquel jolol Véase bac; jolil baqtuel /xf ruido Véase yetstal"
251,7,baq'uin,adv,adverbio,adverbio,cuando baq'uintic de,,,,,,"baq'uin adv cuando baq'uintic de vez en cuando, a veces. Baq'uintic chibat ta jula'al ta sna juntot. De vez en cuando visito la casa de mi tío."
252,7,bactne,adv,adverbio,adverbio,cuando (tiempo,,,,,tiempo pasado,bactne adv cuando (tiempo pasado) muc bactne nunca
253,7,barbax,,,variante dialectal,cáscara del ocote Véase,,Ch'en,Chenalhó,p'arp'ax,,barbax Ch'en cáscara del ocote Véase p'arp'ax
254,7,basastic,,,variante dialectal,rayado Véase,,Ch'en,Chenalhó,p'asastic,,basastic Ch'en rayado Véase p'asastic
255,7,batel,vn,verbo nominal/sustantivado,verbo,ir. Li jo'one ta xquich',Li jo'one ta xquich' batel li c'usiticuc cutun li c'aluc chijelav ba ta jp'ej o jnae.,,,,,batel vn ir. Li jo'one ta xquich' batel li c'usiticuc cutun li c'aluc chijelav ba ta jp'ej o jnae. Voy a llevar mis cosas al irme a la otra casa.
256,7,batan,imper,imperativo,imperativo,"adiós, que vaya",,,,,,"batan imper adiós, que vaya bat me, batcun me, chibat cha'a adiós, me voy pues sbatel osil para siempre, eterno, eternidad ta xbat ví se va"
257,7,bate!,s,sustantivo,sustantivo,hormiga soldado (una hormiga,,Ch'en; Cham,Chenalhó; Chamula,batel,una hormiga negra y grande que pica,"bate! s hormiga soldado (una hormiga negra y grande que pica) bat me “adiós pues. Ctaluc laj jeljbacutic ta bee mi jatuc bat me iyal. Cuando nos encontramos en el camino no dijo ni siquiera adiós. Cham, Ch'en batcun me Véase batel"
258,7,bat'bat'ijel,vn,verbo nominal/sustantivado,verbo,"retirarse, alejarse",,Ch'en,Chenalhó,,,"bat'bat'ijel vn retirarse, alejarse Ch'en bat'bat'ajel"
259,7,ta sbat'bat'ijes,vr,verbo reflexivo,verbo,"lo aleja, lo",,,,,,"ta sbat'bat'ijes vr lo aleja, lo retira"
260,7,"ta xbat'bat', ta xbat'bat'ij",vi,verbo intransitivo,verbo,se,,,,,,"ta xbat'bat', ta xbat'bat'ij vi se retira, se aleja"
261,7,bats!,s,sustantivo,sustantivo,saraguato. Li bats'e ja! jchop,"Li bats'e ja! jchop ta max, ja' li ta slapbeic li snuculil ta q'uin ta tajimoltique.",,,,,"bats! s saraguato. Li bats'e ja! jchop ta max, ja' li ta slapbeic li snuculil ta q'uin ta tajimoltique. El saraguato es una especie de mono cuya piel se ponen en la fiesta de carnaval."
262,7,bats'i,adv,adverbio,adverbio,muy. Bats'i mu tajmec li,,,,,,bats'i adv muy. Bats'i mu tajmec li ve'lile. La comida está muy sabrosa.
263,7,batsti,adj,adjetivo,adjetivo,real,,,,,,batsti adj real be
264,7,bats'i ctop,s,sustantivo,sustantivo,el idioma real,,,,,tzotzil,bats'i ctop s el idioma real (tzotzil)
265,7,bats'i te!,s,sustantivo,sustantivo,tipo de roble,,,,,,bats'i te! s tipo de roble
266,7,sbats'i ctob,s,sustantivo,sustantivo,su mano derecha,,,,saquil ats'am,,sbats'i ctob s su mano derecha batsti atstam Ch/en sal de monte Véase saquil ats'am
267,7,bats'i pox,,,variante dialectal,aguardiente Véase,,Ch'en,Chenalhó,pox,,bats'i pox Ch'en aguardiente Véase pox
268,7,batsti tseb,,,variante dialectal,soltera,,Zin,Zinacantán,tojol tseub,,batsti tseb Zin soltera Véase tojol tseub
269,7,bax,s,sustantivo,sustantivo,piedra de cristal. Ta juch' bax,Ta juch' bax sventa patobil p'in.,,,,,bax s piedra de cristal. Ta juch' bax sventa patobil p'in. Muelo la piedra de cristal para hacer ollas.
270,7,baxbol,adj,adjetivo,adjetivo,"activo, enérgico. Oy","Oy queremutic lec baxbolic, pero li yane, mo'oj.",,,,,"baxbol adj activo, enérgico. Oy queremutic lec baxbolic, pero li yane, mo'oj. Hay niños que son muy activos, pero otros no son así."
271,7,ta xbaxbolaj,vi,verbo intransitivo,verbo,tiene ganas de,,,,,,ta xbaxbolaj vi tiene ganas de trabajar
272,7,ba'i,adv,adverbio,adverbio,"primero, antes. Ba'i xasap",,,,,,"ba'i adv primero, antes. Ba'i xasap lec li panene li ctaluc chajuch'e. Primero lava bien el nixtamal cuando lo vayas a moler."
273,7,"ba!yi, balyuc",,,variante dialectal,,,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,ba'i,,"ba!yi, balyuc Cham, Ch'en, Zin primero, antes Véase ba'i"
274,7,be,s,sustantivo,sustantivo,"camino, carretera, sendero",Li ta jabnaltique oy ep be.,,,,,"be s camino, carretera, sendero, vereda, Li ta jabnaltique oy ep be. En las montañas hay muchos caminos."
275,7,be<h'ail,,,variante dialectal,chimenca Véase,,Cham,Chamula,loq'ueb-ch'ail,,be<h'ail Cham chimenca Véase loq'ueb-ch'ail
276,7,be-<ch'ich',s,sustantivo,sustantivo,vena,,,,,,be-<ch'ich' s vena
277,7,"belal, sbelal",s,sustantivo,sustantivo,el camino (a un,,,,,a un pueblo,"belal, sbelal s el camino (a un pueblo)"
278,7,beo',s,sustantivo,sustantivo,"zanja, arroyo, riachuelo",,Ch'en; Cham,Chenalhó; Chamula,,,"beo' s zanja, arroyo, riachuelo Cham, Ch'en be=vo!"
279,7,beottic,s,sustantivo,sustantivo,quebrada,,Ch'en,Chenalhó,,,beottic s quebrada Ch'en be-vo'tic
280,7,be-sim,s,sustantivo,sustantivo,ventana de la nariz,,,,,,be-sim s ventana de la nariz
281,7,be-taiv,s,sustantivo,sustantivo,Vía Láctea,,Ch'en,Chenalhó,,,be-taiv s Vía Láctea Ch'en be-vo! ta vinajel
282,7,jbeiltasvanej,s,sustantivo,sustantivo,guía,,,,,,jbeiltasvanej s guía
283,7,sbe,s,sustantivo,sustantivo,su camino (de personas o,,,,,de personas o animales,sbe s su camino (de personas o animales)
284,7,sbe jveteltic,s,sustantivo,sustantivo,esófago,,,,,,sbe jveteltic s esófago
285,7,sbeo'al be,s,sustantivo,sustantivo,cuneta de la carretera,,,,,,sbeo'al be s cuneta de la carretera ta bebetic en los caminos
286,7,ta sbeiltas,vr,verbo reflexivo,verbo,"lo guía, lo conduce",,,,,,"ta sbeiltas vr lo guía, lo conduce ta xbeiltasvan ví guía, conduce"
287,7,ta xbein,vi,verbo intransitivo,verbo,corre (líquidos),,,,,líquidos,ta xbein vi corre (líquidos) bec'
288,8,bec!,s,sustantivo,sustantivo,"pepita, semilla. Li sbec' li",Li sbec' li alaxae ja! ta ora xjav.,,,,,"bec! s pepita, semilla. Li sbec' li alaxae ja! ta ora xjav. La semilla de la naranja brota pronto."
289,8,becttalil,s,sustantivo,sustantivo,cuerpo,,,,beq'uet,,becttalil s cuerpo Véase beq'uet
290,8,bec'tal pom riox,s,sustantivo,sustantivo,incienso,,Zin,Zinacantán,"pom bechuc, bechucal /xt a dónde, de donde; bu jechuc, bu jechucal",,"bec'tal pom riox s incienso Zin bec'tal pom Véase pom bechuc, bechucal /xt a dónde, de donde Véase bu jechuc, bu jechucal"
291,8,be-ch'ail,,,variante dialectal,chimenea Véase,,Cham,Chamula,loq!ueb-ch'ail,,be-ch'ail Cham chimenea Véase loq!ueb-ch'ail
292,8,be<ch'ich',s,sustantivo,sustantivo,vena. Li be-ch'ich'e ta,Li be-ch'ich'e ta yut beqluet oy.,,,be; ch'ich',,be<ch'ich' s vena. Li be-ch'ich'e ta yut beqluet oy. Las venas están en el interior del cuerpo. Véase be; ch'ich'
293,8,bejel,,,variante dialectal,una unidad,,Cham; Ch'en,Chamula; Chenalhó,ptejel,"granos, frutas, etc.","bejel Cham, Ch'en una unidad (granos, frutas, etc.) Véase ptejel"
294,8,beo!,s,sustantivo,sustantivo,"zanja, arroyo, derrame. Setan",,,,be; jo',,"beo! s zanja, arroyo, derrame. Setan ti chich' meltsanel sbeo'al acto mu sves echtel li lum li jo'e. Hay que hacer un derrame para que la corriente del agua no deslave la tierra. Véase be; jo'"
295,8,beqluet,s,sustantivo,sustantivo,came (de res),,,,,de res,beqluet s came (de res) bec'tal chitom carne de puerco
296,8,bec'talil,s,sustantivo,sustantivo,cuerpo,,,,,de animal o persona,bec'talil s cuerpo sbec'tal su cuerpo; la carne (de animal o persona)
297,8,be-sim,s,sustantivo,sustantivo,ventana de la nariz. Li,Li be-sime ja' li sjomolil jni'tique.,,,be; sim,,be-sim s ventana de la nariz. Li be-sime ja' li sjomolil jni'tique. Las ventanas de la nariz son los hoyos que tenemos en ella. Véase be; sim
298,8,be-taiy,s,sustantivo,sustantivo,Vía Láctea,,,,,,be-taiy s Vía Láctea
299,8,be-vo!,,,variante dialectal,canal,,Cham; Ch'en,Chamula; Chenalhó,beo',,"be-vo! Cham, Ch'en canal, derrame, zanja Véase beo'"
300,8,be-vo' ta vinajel,,,variante dialectal,Vía Láctea,,Ch'en,Chenalhó,be-taiv,,be-vo' ta vinajel Ch'en Vía Láctea Véase be-taiv
301,8,bic'tajesel,vn,verbo nominal/sustantivado,verbo,achicar,,,,biq'uit,,bic'tajesel vn achicar Véase biq'uit
302,8,bicttal,adj,adjetivo,adjetivo,"chico, chiquito Véase",,,,biq'uit,,"bicttal adj chico, chiquito Véase biq'uit"
303,8,bic'tal caxlan,s,sustantivo,sustantivo,pollito Véase,,,,biq'uit; caxlan,,bic'tal caxlan s pollito Véase biq'uit; caxlan
304,8,bic'tal cuel,,,variante dialectal,viruelas locas,,Ch'en,Chenalhó,cuyel u,,"bic'tal cuel Ch'en viruelas locas, varicela Véase cuyel u"
305,8,bic'tal cuyel,s,sustantivo,sustantivo,sarampión. Li bic'tal,"Li bic'tal cuyele toj tsots ta a'iel, yu'un tsots sclactal chac'.",,,biq'uit; cuyel,,"bic'tal cuyel s sarampión. Li bic'tal cuyele toj tsots ta a'iel, yu'un tsots sclactal chac'. El sarampión es muy 20 malo porque da mucha calentura. Véase biq'uit; cuyel"
306,8,bic'tal ctobil,s,sustantivo,sustantivo,dedo,,,,biq'uit,,bic'tal ctobil s dedo Véase biq'uit
307,8,bic'tal ich,,,variante dialectal,chiltepín Véase,,Cham,Chamula,volajtic ich; tso'mut ich,,bic'tal ich Cham chiltepín Véase volajtic ich; tso'mut ich
